Filename,Class,Stage
Cancer (1621).jpg,tumor,train
Cancer (2324).jpg,tumor,train
Cancer (1508).jpg,tumor,train
Cancer (1158).jpg,tumor,train
Cancer (2261).jpg,tumor,train
Cancer (79).tif,tumor,train
Cancer (908).jpg,tumor,train
Cancer (725).jpg,tumor,train
Cancer (1733).jpg,tumor,train
Cancer (1699).jpg,tumor,train
Cancer (375).jpg,tumor,train
Cancer (1363).jpg,tumor,train
Cancer (660).jpg,tumor,train
Cancer (1676).jpg,tumor,train
Cancer (230).jpg,tumor,train
Cancer (1226).jpg,tumor,train
Cancer (91).jpg,tumor,train
Cancer (119).jpg,tumor,train
Cancer (549).jpg,tumor,train
Cancer (2373).jpg,tumor,train
Cancer (1949).jpg,tumor,train
Cancer (2236).jpg,tumor,train
Cancer (181).jpg,tumor,train
Cancer (1197).jpg,tumor,train
Cancer (2241).jpg,tumor,train
Cancer (59).tif,tumor,train
Cancer (882).jpg,tumor,train
Cancer (1894).jpg,tumor,train
Cancer (928).jpg,tumor,train
Cancer (2304).jpg,tumor,train
Cancer (1528).jpg,tumor,train
Cancer (494).jpg,tumor,train
Cancer (1482).jpg,tumor,train
Cancer (1178).JPG,tumor,train
Cancer (2187).jpg,tumor,train
Cancer (247).jpg,tumor,train
Cancer (1251).jpg,tumor,train
Cancer (617).jpg,tumor,train
Cancer (1601).jpg,tumor,train
Cancer (302).jpg,tumor,train
Cancer (1314).jpg,tumor,train
Cancer (752).jpg,tumor,train
Cancer (1744).jpg,tumor,train
Cancer (2168).jpg,tumor,train
Cancer (1969).jpg,tumor,train
Cancer (2216).jpg,tumor,train
Cancer (586).jpg,tumor,train
Cancer (1590).jpg,tumor,train
Cancer (139).jpg,tumor,train
Cancer (569).jpg,tumor,train
Cancer (1085).JPG,tumor,train
Cancer (2353).jpg,tumor,train
Cancer (990).jpg,tumor,train
Cancer (1986).jpg,tumor,train
Cancer (640).jpg,tumor,train
Cancer (1656).jpg,tumor,train
Cancer (210).jpg,tumor,train
Cancer (1206).jpg,tumor,train
Cancer (2095).jpg,tumor,train
Cancer (705).jpg,tumor,train
Cancer (1713).jpg,tumor,train
Cancer (355).jpg,tumor,train
Cancer (1343).jpg,tumor,train
Cancer (1586).jpg,tumor,train
Cancer (590).jpg,tumor,train
Cancer (18).tif,tumor,train
Cancer (2200).jpg,tumor,train
Cancer (969).jpg,tumor,train
Cancer (1990).jpg,tumor,train
Cancer (986).JPG,tumor,train
Cancer (2345).jpg,tumor,train
Cancer (1093).JPG,tumor,train
Cancer (1569).jpg,tumor,train
Cancer (1139).jpg,tumor,train
Cancer (1210).jpg,tumor,train
Cancer (206).jpg,tumor,train
Cancer (1640).jpg,tumor,train
Cancer (656).jpg,tumor,train
Cancer (1355).jpg,tumor,train
Cancer (343).jpg,tumor,train
Cancer (1705).jpg,tumor,train
Cancer (713).jpg,tumor,train
Cancer (2083).jpg,tumor,train
Cancer (48).jpg,tumor,train
Cancer (2129).jpg,tumor,train
Cancer (1928).jpg,tumor,train
Cancer (1882).jpg,tumor,train
Cancer (894).jpg,tumor,train
Cancer (2257).jpg,tumor,train
Cancer (1181).jpg,tumor,train
Cancer (197).jpg,tumor,train
Cancer (178).jpg,tumor,train
Cancer (1494).jpg,tumor,train
Cancer (482).jpg,tumor,train
Cancer (528).jpg,tumor,train
Cancer (2312).jpg,tumor,train
Cancer (1617).jpg,tumor,train
Cancer (601).jpg,tumor,train
Cancer (1247).jpg,tumor,train
Cancer (251).jpg,tumor,train
Cancer (2191).jpg,tumor,train
Cancer (1752).jpg,tumor,train
Cancer (744).jpg,tumor,train
Cancer (1302).jpg,tumor,train
Cancer (314).jpg,tumor,train
Cancer (1115).jpg,tumor,train
Cancer (103).jpg,tumor,train
Cancer (1545).jpg,tumor,train
Cancer (553).jpg,tumor,train
Cancer (1816).jpg,tumor,train
Cancer (800).jpg,tumor,train
Cancer (2369).jpg,tumor,train
Cancer (2386).jpg,tumor,train
Cancer (1953).jpg,tumor,train
Cancer (945).JPG,tumor,train
Cancer (34).tif,tumor,train
Cancer (1050).jpg,tumor,train
Cancer (1400).jpg,tumor,train
Cancer (416).jpg,tumor,train
Cancer (2105).jpg,tumor,train
Cancer (64).jpg,tumor,train
Cancer (1729).jpg,tumor,train
Cancer (1683).jpg,tumor,train
Cancer (695).jpg,tumor,train
Cancer (1379).jpg,tumor,train
Cancer (1396).jpg,tumor,train
Cancer (380).jpg,tumor,train
Cancer (2040).jpg,tumor,train
Cancer (2410).jpg,tumor,train
Cancer (2294).jpg,tumor,train
Cancer (1841).jpg,tumor,train
Cancer (857).jpg,tumor,train
Cancer (1512).jpg,tumor,train
Cancer (504).jpg,tumor,train
Cancer (1142).jpg,tumor,train
Cancer (154).jpg,tumor,train
Cancer (1457).jpg,tumor,train
Cancer (441).jpg,tumor,train
Cancer (1007).jpg,tumor,train
Cancer (63).tif,tumor,train
Cancer (1904).jpg,tumor,train
Cancer (912).jpg,tumor,train
Cancer (338).jpg,tumor,train
Cancer (768).jpg,tumor,train
Cancer (1284).jpg,tumor,train
Cancer (292).jpg,tumor,train
Cancer (33).jpg,tumor,train
Cancer (2152).jpg,tumor,train
Cancer (2017).jpg,tumor,train
Cancer (1791).jpg,tumor,train
Cancer (787).jpg,tumor,train
Cancer (142).jpg,tumor,train
Cancer (1154).jpg,tumor,train
Cancer (512).jpg,tumor,train
Cancer (1504).jpg,tumor,train
Cancer (841).jpg,tumor,train
Cancer (1857).jpg,tumor,train
Cancer (2282).jpg,tumor,train
Cancer (6).jpg,tumor,train
Cancer (2328).jpg,tumor,train
Cancer (904).jpg,tumor,train
Cancer (1912).jpg,tumor,train
Cancer (75).tif,tumor,train
Cancer (1011).jpg,tumor,train
Cancer (457).jpg,tumor,train
Cancer (1441).jpg,tumor,train
Cancer (2144).jpg,tumor,train
Cancer (25).jpg,tumor,train
Cancer (284).jpg,tumor,train
Cancer (1292).jpg,tumor,train
Cancer (1768).jpg,tumor,train
Cancer (1338).jpg,tumor,train
Cancer (791).jpg,tumor,train
Cancer (1787).jpg,tumor,train
Cancer (2001).jpg,tumor,train
Cancer (816).jpg,tumor,train
Cancer (1800).jpg,tumor,train
Cancer (545).jpg,tumor,train
Cancer (1553).jpg,tumor,train
Cancer (115).jpg,tumor,train
Cancer (1103).jpg,tumor,train
Cancer (400).jpg,tumor,train
Cancer (1416).jpg,tumor,train
Cancer (1046).jpg,tumor,train
Cancer (22).tif,tumor,train
Cancer (953).jpg,tumor,train
Cancer (1945).jpg,tumor,train
Cancer (2390).jpg,tumor,train
Cancer (379).jpg,tumor,train
Cancer (683).jpg,tumor,train
Cancer (1695).jpg,tumor,train
Cancer (729).jpg,tumor,train
Cancer (72).jpg,tumor,train
Cancer (2113).jpg,tumor,train
Cancer (1).tif,tumor,train
Cancer (2406).jpg,tumor,train
Cancer (2056).jpg,tumor,train
Cancer (396).jpg,tumor,train
Cancer (1380).jpg,tumor,train
